date;seconds;direction;bid;ask;price
28/03/2001;50600;1;65.80;65.85;65.85
28/03/2001;50607;-1;65.85;66.00;65.85
28/03/2001;50723;1;65.90;66.00;66.00
28/03/2001;50752;1;65.95;66.00;66.00
28/03/2001;50773;1;65.95;66.10;66.10
28/03/2001;50830;1;66.00;66.15;66.15
28/03/2001;50859;1;66.00;66.05;66.05
28/03/2001;50900;-1;66.00;66.15;66.00
28/03/2001;51055;-1;66.00;66.15;66.00
28/03/2001;51069;1;66.05;66.15;66.15
28/03/2001;51262;-1;66.00;66.10;66.00
28/03/2001;51266;-1;66.00;66.10;66.00
28/03/2001;51346;-1;66.05;66.10;66.05
28/03/2001;51372;1;66.05;66.10;66.10
28/03/2001;51383;-1;66.05;66.10;66.05
28/03/2001;51460;1;65.90;66.05;66.05
28/03/2001;51461;1;65.90;66.05;66.06
28/03/2001;51664;-1;65.95;66.05;65.95
28/03/2001;51666;-1;65.90;66.05;65.90
28/03/2001;51702;-1;66.00;66.05;65.96
28/03/2001;51714;-1;65.90;65.95;65.90
28/03/2001;51857;-1;65.90;65.95;65.90
28/03/2001;51874;-1;65.90;65.95;65.90
28/03/2001;51890;-1;65.90;65.95;65.90
28/03/2001;51901;-1;65.70;65.90;65.70
28/03/2001;51921;1;65.70;65.95;65.95
28/03/2001;51938;-1;65.95;66.15;65.95
28/03/2001;52171;-1;65.75;65.95;65.71
28/03/2001;52404;1;65.70;65.95;66.00
28/03/2001;52716;1;65.75;66.00;66.00
28/03/2001;53013;1;65.75;65.95;65.95
28/03/2001;53020;1;65.75;65.95;65.98
28/03/2001;53030;1;65.75;66.00;66.00
28/03/2001;53064;1;65.75;66.00;66.00
28/03/2001;53076;1;65.75;66.00;66.00
28/03/2001;53112;1;65.75;66.00;66.00
28/03/2001;53180;1;65.75;66.00;66.00
28/03/2001;53320;1;65.75;65.95;66.00
28/03/2001;53329;-1;65.75;66.00;65.75
28/03/2001;53331;1;65.75;66.00;66.00
28/03/2001;53647;1;65.80;66.05;66.05
28/03/2001;53695;1;65.80;65.95;65.95
28/03/2001;53705;1;65.95;66.00;66.00
28/03/2001;53709;1;66.00;66.05;66.05
28/03/2001;53713;1;66.05;66.10;66.10
28/03/2001;53766;1;66.00;66.15;66.15
28/03/2001;53834;-1;66.00;66.05;65.98
28/03/2001;54083;1;65.80;66.00;66.00
28/03/2001;54124;1;65.80;65.95;65.95
28/03/2001;54427;-1;65.90;65.95;65.90
28/03/2001;54527;-1;65.90;65.95;65.90
28/03/2001;54543;-1;65.90;65.95;65.90
28/03/2001;54571;-1;65.90;65.95;65.90
28/03/2001;54582;-1;65.90;65.95;65.90
28/03/2001;54681;1;65.80;65.90;65.90
28/03/2001;54851;1;65.80;65.85;65.88
28/03/2001;54867;1;65.80;65.90;66.00
28/03/2001;55180;-1;65.85;66.00;65.85
28/03/2001;55270;-1;65.85;66.00;65.85
28/03/2001;55313;-1;65.85;65.95;65.85
28/03/2001;55318;-1;65.85;65.95;65.85
28/03/2001;55337;-1;65.85;65.90;65.85
28/03/2001;55346;-1;65.85;65.90;65.85
28/03/2001;55354;-1;65.85;65.90;65.85
28/03/2001;55436;1;65.85;65.90;65.90
28/03/2001;55595;1;65.85;65.90;65.90
28/03/2001;55641;-1;66.00;66.10;66.00
28/03/2001;55851;1;65.90;65.95;65.95
28/03/2001;55934;-1;65.95;66.00;65.95
28/03/2001;55936;-1;65.95;66.00;65.95
28/03/2001;55946;-1;65.95;66.00;65.95
28/03/2001;55978;1;65.95;66.00;66.00
28/03/2001;56037;-1;65.95;66.00;65.95
28/03/2001;56168;1;66.00;66.10;66.10
28/03/2001;56204;1;66.00;66.10;66.10
28/03/2001;56228;-1;66.00;66.05;66.00
28/03/2001;56236;1;65.95;66.00;66.00
28/03/2001;56260;-1;65.95;66.00;65.95
28/03/2001;56288;-1;65.95;66.00;65.95
28/03/2001;56289;-1;65.95;66.00;65.95
28/03/2001;56296;-1;65.95;66.00;65.95
28/03/2001;56302;-1;65.95;66.00;65.95
28/03/2001;56304;-1;65.95;66.00;65.91
28/03/2001;56305;-1;65.90;66.00;65.90
28/03/2001;56362;1;65.85;65.90;65.90
28/03/2001;56477;1;65.95;66.00;66.00
28/03/2001;56482;1;65.95;66.00;66.00
28/03/2001;56743;1;65.95;66.00;66.00
28/03/2001;56779;-1;66.00;66.05;66.00
28/03/2001;56786;-1;66.00;66.05;66.00
28/03/2001;56793;-1;66.00;66.05;66.00
28/03/2001;56796;1;66.00;66.05;66.05
28/03/2001;56800;-1;66.00;66.05;66.00
28/03/2001;56824;-1;65.95;66.05;65.95
28/03/2001;56894;-1;66.00;66.05;66.00
28/03/2001;56936;-1;65.95;66.00;65.95
28/03/2001;56973;-1;65.90;65.95;65.90
28/03/2001;56976;-1;65.90;66.00;65.90
28/03/2001;57050;-1;65.90;65.95;65.90
28/03/2001;57076;-1;65.85;65.90;65.85
28/03/2001;57086;-1;65.85;65.90;65.85
28/03/2001;57151;-1;65.85;66.00;65.85
28/03/2001;57390;-1;65.90;66.00;65.90
28/03/2001;57453;-1;65.90;65.95;65.90
28/03/2001;57468;-1;65.90;65.95;65.90
28/03/2001;57503;-1;65.90;66.00;65.90
28/03/2001;57548;-1;65.90;65.95;65.90
28/03/2001;57552;-1;65.90;65.95;65.90
28/03/2001;57554;1;65.90;65.95;65.99
28/03/2001;57584;1;65.90;66.00;66.00
28/03/2001;57754;-1;65.90;65.95;65.90
28/03/2001;57816;-1;65.85;65.90;65.85
28/03/2001;57931;1;65.85;65.90;65.90
28/03/2001;58018;1;65.90;66.00;66.00
28/03/2001;58187;-1;65.90;65.95;65.90
28/03/2001;58207;-1;65.90;66.00;65.90
28/03/2001;58241;-1;65.90;66.00;65.90
28/03/2001;58291;1;65.95;66.00;66.00
28/03/2001;58319;1;65.95;66.00;66.00
28/03/2001;58331;1;65.95;66.00;66.00
28/03/2001;58336;1;65.95;66.00;66.00
28/03/2001;58341;1;65.95;66.00;66.00
28/03/2001;58343;1;65.95;66.00;66.00
28/03/2001;58404;1;65.95;66.00;66.00
28/03/2001;58466;1;66.00;66.05;66.05
28/03/2001;58476;-1;66.05;66.15;66.04
28/03/2001;58504;1;66.00;66.15;66.15
28/03/2001;58511;1;66.10;66.15;66.15
28/03/2001;58517;-1;66.10;66.15;66.10
28/03/2001;58527;1;66.10;66.15;66.15
28/03/2001;58560;1;66.10;66.15;66.15
28/03/2001;58578;-1;66.10;66.15;66.10
28/03/2001;58610;-1;66.05;66.10;66.05
28/03/2001;58627;1;66.05;66.10;66.10
28/03/2001;58701;1;66.10;66.15;66.15
28/03/2001;58726;-1;66.10;66.15;66.04
28/03/2001;58736;-1;66.00;66.15;66.00
28/03/2001;58764;1;66.00;66.10;66.10
28/03/2001;58775;1;66.00;66.10;66.10
28/03/2001;58797;-1;66.00;66.15;66.00
28/03/2001;58817;-1;66.00;66.15;66.00
28/03/2001;58819;-1;66.00;66.15;66.00
28/03/2001;58907;-1;66.00;66.15;66.00
28/03/2001;58928;-1;66.00;66.15;66.00
28/03/2001;59009;1;66.00;66.15;66.15
28/03/2001;59324;-1;66.05;66.15;66.05
28/03/2001;59370;-1;66.05;66.10;66.05
28/03/2001;59422;-1;66.05;66.10;66.05
28/03/2001;59504;-1;66.05;66.10;66.05
28/03/2001;59511;-1;66.05;66.10;66.05
28/03/2001;59526;-1;66.05;66.10;66.05
28/03/2001;59527;-1;66.05;66.10;66.05
28/03/2001;59544;-1;66.05;66.10;66.05
28/03/2001;59548;-1;66.05;66.10;66.05
28/03/2001;59564;-1;66.05;66.10;66.05
28/03/2001;59610;-1;66.05;66.10;66.05
28/03/2001;59618;-1;66.05;66.10;66.05
28/03/2001;59625;-1;66.05;66.10;66.05
28/03/2001;59632;-1;66.05;66.10;66.05
28/03/2001;59640;-1;66.05;66.10;66.05
28/03/2001;59642;-1;66.05;66.10;66.05
28/03/2001;59784;-1;66.05;66.10;66.05
28/03/2001;59801;-1;66.05;66.10;66.05
28/03/2001;59858;-1;66.05;66.10;66.05
28/03/2001;59888;-1;66.05;66.10;66.05
28/03/2001;59923;1;66.00;66.05;66.05
28/03/2001;59941;1;66.05;66.10;66.10
28/03/2001;59967;-1;66.05;66.10;66.05
28/03/2001;59975;-1;66.05;66.10;66.01
28/03/2001;59976;-1;66.05;66.10;66.00
28/03/2001;60020;-1;65.95;66.05;65.95
28/03/2001;60050;1;65.95;66.05;66.05
28/03/2001;60062;1;65.95;66.05;66.09
28/03/2001;60178;1;65.95;66.10;66.10
28/03/2001;60208;1;66.00;66.10;66.10
28/03/2001;60300;-1;66.05;66.10;66.05
28/03/2001;60329;-1;66.00;66.05;66.00
28/03/2001;60358;-1;65.95;66.00;65.95
28/03/2001;60363;-1;65.95;66.00;65.95
28/03/2001;60373;-1;65.90;65.95;65.90
28/03/2001;60403;-1;65.85;65.90;65.85
28/03/2001;60406;1;65.80;65.85;65.85
28/03/2001;60408;-1;65.85;65.90;65.82
28/03/2001;60416;-1;65.80;65.85;65.80
28/03/2001;60423;-1;65.80;65.85;65.76
28/03/2001;60432;-1;65.75;65.80;65.75
28/03/2001;60435;1;65.70;65.75;65.75
28/03/2001;60452;-1;65.75;65.90;65.75
28/03/2001;60458;-1;65.75;65.90;65.75
28/03/2001;60478;-1;65.75;65.80;65.75
28/03/2001;60480;-1;65.75;65.80;65.75
28/03/2001;60486;-1;65.70;65.75;65.65
28/03/2001;60494;-1;65.65;65.75;65.63
28/03/2001;60551;-1;65.65;65.95;65.65
28/03/2001;60564;-1;65.65;65.95;65.65
28/03/2001;60810;-1;65.65;65.80;65.65
28/03/2001;60914;1;65.70;65.80;65.80
28/03/2001;60917;-1;65.70;65.80;65.70
28/03/2001;60923;-1;65.65;65.70;65.65
28/03/2001;60929;-1;65.65;65.70;65.65
28/03/2001;60933;-1;65.65;65.70;65.65
28/03/2001;60935;1;65.65;65.70;65.70
28/03/2001;60948;1;65.65;65.70;65.70
28/03/2001;60959;-1;65.70;65.75;65.70
28/03/2001;60961;-1;65.70;65.75;65.70
28/03/2001;60966;-1;65.70;65.75;65.70
28/03/2001;61003;-1;65.70;65.90;65.70
28/03/2001;61014;1;65.65;65.70;65.70
28/03/2001;61021;-1;65.65;65.70;65.65
28/03/2001;61041;-1;65.65;65.70;65.65
28/03/2001;61087;1;65.65;65.70;65.70
28/03/2001;61104;-1;65.65;65.70;65.65
28/03/2001;61108;1;65.65;65.70;65.70
28/03/2001;61120;-1;65.65;65.70;65.65
28/03/2001;61121;-1;65.65;65.70;65.61
28/03/2001;61131;1;65.65;65.70;65.70
28/03/2001;61140;-1;65.65;65.90;65.65
28/03/2001;61142;1;65.65;65.90;65.90
28/03/2001;61151;-1;65.65;65.90;65.65
28/03/2001;61154;-1;65.65;65.90;65.65
28/03/2001;61162;-1;65.65;65.90;65.65
28/03/2001;61198;-1;65.60;65.70;65.60
28/03/2001;61206;-1;65.60;65.70;65.60
28/03/2001;61241;-1;65.60;65.70;65.60
28/03/2001;61243;-1;65.55;65.70;65.55
28/03/2001;61261;1;65.55;65.65;65.65
28/03/2001;61275;1;65.55;65.65;65.65
28/03/2001;61293;1;65.55;65.60;65.62
28/03/2001;61299;-1;65.55;65.65;65.55
28/03/2001;61309;1;65.55;65.65;65.67
28/03/2001;61327;1;65.55;65.70;65.73
28/03/2001;61373;-1;65.60;65.90;65.60
28/03/2001;61421;-1;65.65;65.90;65.65
28/03/2001;61610;-1;65.80;65.90;65.69
28/03/2001;61713;1;65.75;65.90;65.90
28/03/2001;61741;-1;65.75;65.80;65.75
28/03/2001;61744;-1;65.75;65.80;65.75
28/03/2001;61748;-1;65.75;65.80;65.75
28/03/2001;61750;-1;65.75;65.80;65.75
28/03/2001;61754;-1;65.75;65.80;65.75
28/03/2001;61755;-1;65.75;65.80;65.75
28/03/2001;61756;-1;65.75;65.80;65.75
28/03/2001;61768;-1;65.60;65.75;65.58
28/03/2001;61773;1;65.55;65.75;65.77
28/03/2001;61819;-1;65.55;65.75;65.55
28/03/2001;61928;-1;65.60;65.70;65.60
28/03/2001;61930;-1;65.60;65.75;65.60
28/03/2001;61931;-1;65.60;65.75;65.60
28/03/2001;61939;-1;65.55;65.60;65.55
28/03/2001;61964;1;65.55;65.65;65.65
28/03/2001;62005;-1;65.60;65.65;65.60
28/03/2001;62017;-1;65.55;65.65;65.55
28/03/2001;62019;-1;65.55;65.60;65.55
28/03/2001;62121;1;65.55;65.60;65.60
28/03/2001;62127;-1;65.60;65.65;65.60
28/03/2001;62128;-1;65.60;65.65;65.55
28/03/2001;62176;1;65.60;65.75;65.75
28/03/2001;62256;-1;65.60;65.75;65.60
28/03/2001;62324;1;65.70;65.85;65.85
28/03/2001;62418;1;65.65;65.85;65.85
28/03/2001;62477;-1;65.80;65.85;65.80
28/03/2001;62493;-1;65.80;65.85;65.76
28/03/2001;62500;-1;65.65;65.80;65.65
28/03/2001;62574;1;65.60;65.85;65.85
28/03/2001;62675;1;65.70;65.85;65.85
28/03/2001;62685;1;65.70;65.85;65.85
28/03/2001;62697;1;65.70;65.85;65.85
28/03/2001;62708;1;65.70;65.85;65.85
28/03/2001;62718;1;65.75;65.85;65.85
28/03/2001;62751;1;65.75;65.85;65.85
28/03/2001;62763;1;65.80;65.85;65.85
28/03/2001;62774;1;65.70;65.75;65.75
28/03/2001;62785;1;65.70;65.75;65.75
28/03/2001;62786;1;65.75;65.80;65.81
28/03/2001;62819;1;65.60;65.85;65.85
28/03/2001;62877;-1;65.90;65.95;65.90
28/03/2001;62879;1;65.90;65.95;65.95
28/03/2001;62881;-1;65.95;66.00;65.95
28/03/2001;62887;-1;65.95;66.00;65.95
28/03/2001;62890;1;65.95;66.00;66.00
28/03/2001;62898;1;65.90;66.00;66.00
28/03/2001;62904;1;65.90;66.00;66.00
28/03/2001;62910;1;65.90;66.00;66.00
28/03/2001;62916;1;65.90;66.00;66.00
28/03/2001;62922;1;65.90;66.00;66.00
28/03/2001;62929;1;65.90;66.00;66.00
28/03/2001;62946;1;65.90;66.05;66.05
28/03/2001;62952;1;66.05;66.10;66.10
28/03/2001;62959;-1;66.10;66.15;66.10
28/03/2001;62965;1;66.10;66.15;66.15
28/03/2001;62969;-1;66.10;66.15;66.10
28/03/2001;62973;1;66.10;66.15;66.15
28/03/2001;62979;-1;66.10;66.15;66.10
28/03/2001;62984;1;65.80;66.10;66.10
28/03/2001;62993;1;66.15;66.20;66.20
28/03/2001;62994;-1;66.15;66.20;66.15
28/03/2001;62995;1;66.15;66.20;66.15
29/03/2001;33208;1;65.80;65.85;65.89
29/03/2001;33232;1;65.80;65.90;65.90
29/03/2001;33237;1;65.85;65.90;65.95
29/03/2001;33258;1;65.85;65.95;65.95
29/03/2001;33286;-1;65.95;66.00;65.95
29/03/2001;33342;-1;65.85;66.00;65.81
29/03/2001;33564;1;65.95;66.00;66.00
29/03/2001;33568;1;65.95;66.00;66.00
29/03/2001;33570;1;65.95;66.00;66.00
29/03/2001;33577;1;65.80;66.00;66.00
29/03/2001;33614;-1;65.80;66.00;65.80
29/03/2001;33833;-1;65.60;65.80;65.60
29/03/2001;33837;1;65.50;65.60;65.60
29/03/2001;33852;1;65.50;65.60;65.60
29/03/2001;33854;1;65.50;65.60;65.60
29/03/2001;33897;1;65.50;65.60;65.63
29/03/2001;33914;-1;65.50;65.75;65.50
29/03/2001;33946;1;65.20;65.65;65.65
29/03/2001;34046;-1;65.25;65.50;65.13
29/03/2001;34053;-1;64.95;65.00;64.95
29/03/2001;34128;-1;65.05;65.25;65.05
29/03/2001;34157;-1;65.00;65.40;65.00
29/03/2001;34164;-1;64.80;65.00;64.80
29/03/2001;34165;-1;64.80;65.00;64.80
29/03/2001;34550;1;65.00;65.35;65.35
29/03/2001;34638;-1;65.00;65.30;65.00
29/03/2001;34763;1;65.15;65.30;65.30
29/03/2001;35158;1;65.20;65.30;65.30
29/03/2001;35372;1;65.40;65.60;65.60
29/03/2001;35654;-1;65.35;65.45;65.35
29/03/2001;35664;-1;65.35;65.45;65.35
29/03/2001;35744;1;65.35;65.45;65.54
29/03/2001;36233;-1;65.30;65.50;65.30
29/03/2001;36300;-1;65.30;65.45;65.30
29/03/2001;36325;1;65.35;65.45;65.45
29/03/2001;36362;1;65.35;65.45;65.45
29/03/2001;36489;1;65.50;65.60;65.60
29/03/2001;36516;-1;65.55;65.60;65.55
29/03/2001;36652;-1;65.50;65.60;65.50
29/03/2001;36659;-1;65.50;65.60;65.50
29/03/2001;36669;-1;65.50;65.55;65.50
29/03/2001;36900;1;65.00;65.45;65.45
29/03/2001;36936;-1;65.10;65.45;65.10
29/03/2001;37084;-1;65.10;65.45;65.10
29/03/2001;37146;1;65.00;65.10;65.10
29/03/2001;37161;-1;65.15;65.45;65.15
29/03/2001;37205;-1;65.25;65.45;65.25
29/03/2001;37210;1;65.15;65.25;65.25
29/03/2001;37438;1;65.30;65.40;65.40
29/03/2001;37443;1;65.30;65.40;65.40
29/03/2001;37477;-1;65.30;65.40;65.30
29/03/2001;37496;-1;65.30;65.40;65.30
29/03/2001;37516;-1;65.30;65.40;65.30
29/03/2001;37532;-1;65.30;65.40;65.30
29/03/2001;37619;1;65.35;65.40;65.40
29/03/2001;37628;1;65.40;65.45;65.45
29/03/2001;37743;-1;65.40;65.45;65.40
29/03/2001;37758;1;65.30;65.40;65.40
29/03/2001;37802;1;65.30;65.40;65.40
29/03/2001;37827;-1;65.30;65.35;65.30
29/03/2001;37838;-1;65.30;65.35;65.30
29/03/2001;38046;-1;65.30;65.45;65.30
29/03/2001;38343;-1;65.25;65.35;65.25
29/03/2001;38462;-1;65.20;65.30;65.20
29/03/2001;38601;-1;65.20;65.30;65.02
29/03/2001;38822;1;65.00;65.20;65.20
29/03/2001;39095;-1;65.05;65.15;65.05
29/03/2001;39199;-1;65.00;65.15;65.00
29/03/2001;39200;-1;65.00;65.15;65.00
29/03/2001;39215;-1;65.00;65.15;65.00
29/03/2001;39375;-1;65.00;65.20;65.00
29/03/2001;39413;1;65.00;65.15;65.15
29/03/2001;39667;-1;65.05;65.10;65.00
29/03/2001;39693;-1;65.00;65.05;65.00
29/03/2001;39792;-1;65.00;65.05;65.00
29/03/2001;39925;-1;65.05;65.10;65.05
29/03/2001;39927;1;65.05;65.10;65.10
29/03/2001;39999;1;65.10;65.30;65.30
29/03/2001;40192;1;65.15;65.30;65.30
29/03/2001;40206;-1;65.15;65.30;65.15
29/03/2001;40409;1;65.25;65.30;65.30
29/03/2001;40512;1;65.30;65.50;65.50
29/03/2001;40544;1;65.45;65.50;65.50
29/03/2001;40548;1;65.45;65.50;65.50
29/03/2001;40555;1;65.45;65.50;65.50
29/03/2001;40563;1;65.45;65.50;65.50
29/03/2001;40567;-1;65.45;65.50;65.45
29/03/2001;40576;1;65.45;65.50;65.50
29/03/2001;40597;-1;65.45;65.50;65.45
29/03/2001;40598;1;65.45;65.50;65.50
29/03/2001;40629;-1;65.45;65.50;65.45
29/03/2001;40765;1;65.45;65.50;65.50
29/03/2001;40772;1;65.45;65.50;65.50
29/03/2001;40777;1;65.45;65.50;65.50
29/03/2001;40793;1;65.45;65.50;65.50
29/03/2001;40811;1;65.45;65.50;65.50
29/03/2001;40812;1;65.45;65.50;65.50
29/03/2001;40923;1;65.45;65.50;65.50
29/03/2001;40928;1;65.45;65.50;65.50
29/03/2001;40943;-1;65.45;65.50;65.45
29/03/2001;41021;-1;65.45;65.50;65.45
29/03/2001;41065;1;65.50;65.60;65.60
29/03/2001;41171;1;65.60;65.70;65.70
29/03/2001;41180;1;65.60;65.70;65.70
29/03/2001;41285;-1;65.60;65.65;65.60
29/03/2001;41344;-1;65.45;65.55;65.45
29/03/2001;41373;-1;65.45;65.55;65.45
29/03/2001;41404;-1;65.45;65.50;65.45
29/03/2001;41844;-1;65.40;65.45;65.40
29/03/2001;41857;-1;65.40;65.45;65.40
29/03/2001;41922;-1;65.40;65.45;65.40
29/03/2001;41923;-1;65.40;65.45;65.40
29/03/2001;41943;-1;65.40;65.45;65.40
29/03/2001;41958;1;65.40;65.45;65.45
29/03/2001;41995;1;65.40;65.45;65.45
29/03/2001;41999;1;65.40;65.50;65.50
29/03/2001;42058;1;65.40;65.50;65.50
29/03/2001;42101;1;65.40;65.50;65.50
29/03/2001;42161;1;65.50;65.55;65.55
29/03/2001;42295;-1;65.55;65.60;65.55
29/03/2001;42320;-1;65.55;65.60;65.55
29/03/2001;42321;-1;65.55;65.60;65.55
29/03/2001;42325;-1;65.50;65.55;65.50
29/03/2001;42345;-1;65.50;65.55;65.50
29/03/2001;42569;-1;65.50;65.55;65.50
29/03/2001;42572;-1;65.50;65.55;65.50
29/03/2001;42580;-1;65.50;65.55;65.50
29/03/2001;42585;-1;65.50;65.55;65.50
29/03/2001;42588;-1;65.50;65.55;65.50
29/03/2001;42639;-1;65.50;65.65;65.50
29/03/2001;42674;-1;65.50;65.55;65.50
29/03/2001;42703;-1;65.50;65.55;65.50
29/03/2001;42710;-1;65.50;65.55;65.50
29/03/2001;42731;-1;65.50;65.55;65.50
29/03/2001;42795;-1;65.50;65.55;65.50
29/03/2001;42927;-1;65.45;65.50;65.45
29/03/2001;42944;-1;65.40;65.45;65.40
29/03/2001;42945;-1;65.40;65.45;65.40
29/03/2001;42994;-1;65.45;65.50;65.45
29/03/2001;43027;-1;65.45;65.50;65.45
29/03/2001;43183;1;65.45;65.50;65.50
29/03/2001;43259;-1;65.50;65.55;65.50
29/03/2001;43275;1;65.50;65.55;65.65
29/03/2001;43348;1;65.50;65.55;65.55
29/03/2001;43355;1;65.50;65.55;65.55
29/03/2001;43408;1;65.50;65.65;65.65
29/03/2001;43479;1;65.50;65.65;65.65
29/03/2001;43480;1;65.50;65.65;65.65
29/03/2001;43565;1;65.55;65.65;65.65
29/03/2001;43592;1;65.55;65.65;65.65
29/03/2001;43751;1;65.55;65.65;65.65
29/03/2001;43774;1;65.55;65.65;65.65
29/03/2001;43821;1;65.55;65.65;65.65
29/03/2001;43824;1;65.55;65.65;65.65
29/03/2001;43831;1;65.55;65.65;65.65
29/03/2001;43833;1;65.55;65.65;65.65
29/03/2001;43845;1;65.55;65.65;65.65
29/03/2001;43846;1;65.55;65.65;65.65
29/03/2001;43848;1;65.55;65.65;65.65
29/03/2001;43849;1;65.55;65.65;65.65
29/03/2001;43853;1;65.55;65.65;65.65
29/03/2001;43866;1;65.55;65.65;65.65
29/03/2001;43884;1;65.55;65.65;65.65
29/03/2001;43891;1;65.55;65.65;65.66
29/03/2001;43896;-1;65.70;65.80;65.70
29/03/2001;43908;1;65.70;65.80;65.80
29/03/2001;43912;1;65.80;65.85;65.85
29/03/2001;43929;1;65.70;65.85;66.00
29/03/2001;44100;1;65.80;65.95;65.95
29/03/2001;44121;1;65.80;65.95;66.00
29/03/2001;44135;-1;65.80;66.00;65.80
29/03/2001;44148;1;65.85;66.00;66.00
29/03/2001;44149;1;65.85;66.00;66.00
29/03/2001;44214;-1;65.85;66.00;65.85
29/03/2001;44610;-1;65.75;66.00;65.75
29/03/2001;44673;1;65.80;66.00;66.00
29/03/2001;44702;-1;65.85;66.00;65.85
29/03/2001;44750;1;65.95;66.00;66.00
29/03/2001;44885;-1;65.90;66.00;65.90
29/03/2001;44896;1;65.90;66.00;66.00
29/03/2001;44902;1;65.90;66.00;66.00
29/03/2001;44916;1;65.95;66.00;66.00
29/03/2001;44947;1;65.95;66.10;66.10
29/03/2001;44956;1;66.10;66.15;66.15
29/03/2001;45102;1;66.10;66.25;66.30
29/03/2001;45194;1;66.00;66.15;66.20
29/03/2001;45203;-1;66.00;66.30;66.00
29/03/2001;45204;-1;66.00;66.30;66.00
29/03/2001;45235;-1;66.00;66.25;66.00
29/03/2001;45269;-1;66.00;66.25;66.00
29/03/2001;45282;1;66.10;66.25;66.32
29/03/2001;45334;-1;66.10;66.35;66.15
29/03/2001;45338;-1;66.15;66.35;66.15
29/03/2001;45348;-1;66.15;66.40;66.15
29/03/2001;45353;-1;66.10;66.15;66.10
29/03/2001;45357;1;66.10;66.15;66.15
29/03/2001;45386;-1;66.15;66.40;66.15
29/03/2001;45418;-1;66.15;66.40;66.15
29/03/2001;45539;-1;66.20;66.40;66.20
29/03/2001;45579;-1;66.15;66.40;66.15
29/03/2001;45604;1;66.00;66.15;66.15
29/03/2001;45858;-1;66.25;66.45;66.25
29/03/2001;46006;-1;66.05;66.15;66.05
29/03/2001;46010;-1;66.05;66.15;66.05
29/03/2001;46018;1;66.00;66.05;66.05
29/03/2001;46323;1;66.05;66.15;66.15
29/03/2001;46334;-1;66.10;66.25;66.10
29/03/2001;46409;1;66.15;66.20;66.20
29/03/2001;46412;-1;66.15;66.20;66.15
29/03/2001;46439;-1;66.15;66.20;66.15
29/03/2001;46451;1;66.15;66.45;66.50
29/03/2001;46477;1;66.15;66.25;66.25
29/03/2001;46542;1;66.30;66.50;66.50
29/03/2001;46548;1;66.30;66.50;66.50
29/03/2001;46554;-1;66.30;66.50;66.30
29/03/2001;46574;-1;66.35;66.50;66.35
29/03/2001;46622;1;66.50;66.65;66.65
29/03/2001;46695;-1;66.30;66.65;66.30
29/03/2001;46774;1;66.30;66.65;66.65
29/03/2001;46938;1;66.30;66.65;66.66
29/03/2001;46947;1;66.30;66.70;66.70
29/03/2001;46981;1;66.30;66.70;66.70
29/03/2001;47281;-1;66.30;66.35;66.30
29/03/2001;47369;-1;66.40;66.65;66.40
29/03/2001;47434;-1;66.40;66.65;66.40
29/03/2001;47436;-1;66.40;66.65;66.37
29/03/2001;47572;-1;66.40;66.60;66.40
29/03/2001;47592;1;66.40;66.55;66.57
29/03/2001;47627;-1;66.40;66.50;66.40
29/03/2001;47674;1;66.40;66.60;66.60
29/03/2001;47707;-1;66.35;66.60;66.34
29/03/2001;47740;-1;66.30;66.60;66.30
29/03/2001;47765;-1;66.30;66.55;66.25
29/03/2001;47773;-1;66.25;66.55;66.25
29/03/2001;47778;-1;66.25;66.55;66.09
29/03/2001;48125;1;66.15;66.50;66.50
29/03/2001;48249;-1;66.15;66.40;66.20
29/03/2001;48254;-1;66.15;66.40;66.20
29/03/2001;48274;1;66.15;66.40;66.40
29/03/2001;48286;1;66.20;66.40;66.40
29/03/2001;48330;-1;66.20;66.50;66.20
29/03/2001;48374;-1;66.25;66.50;66.22
29/03/2001;48396;1;66.20;66.50;66.50
29/03/2001;48522;-1;66.30;66.50;66.29
29/03/2001;48569;1;66.20;66.50;66.50
29/03/2001;48696;1;66.30;66.50;66.50
29/03/2001;48809;1;66.25;66.50;66.50
29/03/2001;48841;1;66.25;66.50;66.50
29/03/2001;48866;1;66.30;66.50;66.50
29/03/2001;48928;-1;66.30;66.50;66.29
29/03/2001;48989;-1;66.25;66.45;66.25
29/03/2001;49494;-1;66.30;66.45;66.25
29/03/2001;49496;-1;66.25;66.45;66.25
29/03/2001;49497;-1;66.25;66.45;66.25
29/03/2001;49499;-1;66.25;66.45;66.25
29/03/2001;49506;-1;66.20;66.40;66.20
29/03/2001;49508;-1;66.20;66.40;66.20
29/03/2001;49510;-1;66.20;66.40;66.20
29/03/2001;49511;1;66.20;66.40;66.40
29/03/2001;49517;-1;66.20;66.40;66.15
29/03/2001;49528;-1;66.15;66.20;66.15
29/03/2001;49530;-1;66.10;66.15;66.03
29/03/2001;49533;-1;66.00;66.15;66.00
29/03/2001;49566;-1;65.85;66.00;65.85
29/03/2001;49575;-1;65.85;66.00;65.81
29/03/2001;49649;1;65.60;65.65;65.65
29/03/2001;49650;-1;65.70;66.00;65.70
29/03/2001;49655;-1;65.70;66.00;65.70
29/03/2001;49683;1;65.60;65.65;65.65
29/03/2001;49693;-1;65.65;65.70;65.65
29/03/2001;49700;-1;65.60;65.65;65.60
29/03/2001;49790;1;65.55;65.70;65.70
