date;time;price;q;direction
19/09/2003;110301;137.4;49;-1
19/09/2003;110418;137.5;839;1
19/09/2003;110435;137.5;488;1
19/09/2003;110440;137.5;14;1
19/09/2003;110441;137.5;1498;1
19/09/2003;110442;137.5;46;1
19/09/2003;110442;137.5;14;-1
19/09/2003;110446;137.5;100;1
19/09/2003;110446;137.5;452;-1
19/09/2003;110447;137.5;100;1
19/09/2003;110448;137.5;848;1
19/09/2003;110450;137.5;1300;1
19/09/2003;110450;137.5;200;-1
19/09/2003;110450;137.5;500;-1
19/09/2003;110451;137.5;30;-1
19/09/2003;110458;137.5;770;-1
19/09/2003;110459;137.577;1000;1
19/09/2003;110516;137.5;44300;2
19/09/2003;110541;137.5;50000;2
19/09/2003;110542;137.4;150;-1
19/09/2003;110558;137.4;23;-1
19/09/2003;110608;137.4;38;-1
19/09/2003;110621;137.5;400;1
19/09/2003;110629;137.5;5000;1
19/09/2003;110631;137.5;450;-1
19/09/2003;110638;137.5;38;-1
19/09/2003;110645;137.5;250;-1
19/09/2003;110704;137.5;187;-1
19/09/2003;110706;137.5;1313;1
19/09/2003;110720;137.5;500;1
19/09/2003;110723;137.5;10;-1
19/09/2003;110724;137.5;100;-1
19/09/2003;110725;137.5;10;1
19/09/2003;110728;137.5;890;1
19/09/2003;110744;137.4;100;-1
19/09/2003;110800;137.6;2242;1
19/09/2003;110801;137.5;1207;-1
19/09/2003;110856;137.6;150;1
19/09/2003;110856;137.5;60;-1
19/09/2003;110907;137.5;500;-1
19/09/2003;110908;137.6;346;1
19/09/2003;110917;137.6;510;1
19/09/2003;110941;137.5;2190;-1
19/09/2003;110958;137.5;744;-1
19/09/2003;111017;137.6;2494;1
19/09/2003;111032;137.6;2207;-1
19/09/2003;111033;137.6;400;-1
19/09/2003;111035;137.7;1000;1
19/09/2003;111039;137.6;78;-1
19/09/2003;111045;137.6;1240;-1
19/09/2003;111054;137.6;495;-1
19/09/2003;111110;137.6;272;-1
19/09/2003;111111;137.6;100;-1
19/09/2003;111111;137.6;333;-1
19/09/2003;111121;137.52262;1326;-1
19/09/2003;111126;137.6;1000;1
19/09/2003;111126;137.5;30;-1
19/09/2003;111229;137.5;6205;-1
19/09/2003;111244;137.6;9;1
19/09/2003;111246;137.6;10;1
19/09/2003;111248;137.5;500;-1
19/09/2003;111251;137.6;26;1
19/09/2003;111251;137.5;663;-1
19/09/2003;111257;137.5;337;1
19/09/2003;111259;137.5;460;-1
19/09/2003;111320;137.5;203;-1
19/09/2003;111344;137.5;1000;-1
19/09/2003;111347;137.4;10;-1
19/09/2003;111402;137.5;575;1
19/09/2003;111432;137.5;4;1
19/09/2003;111455;137.4;52;-1
19/09/2003;111510;137.4;1811;-1
19/09/2003;111542;137.4;650;-1
19/09/2003;111545;137.4;157;-1
19/09/2003;111547;137.4;920;-1
19/09/2003;111549;137.4;66;1
19/09/2003;111627;137.3;32;-1
19/09/2003;111649;137.4;1000;1
19/09/2003;111702;137.4;30;-1
19/09/2003;111703;137.4;12;-1
19/09/2003;111710;137.5;3;1
19/09/2003;111724;137.4;131;-1
19/09/2003;111801;137.4;48;-1
19/09/2003;111816;137.4;226;-1
19/09/2003;111819;137.3;131;-1
19/09/2003;111835;137.4;300;1
19/09/2003;111836;137.3;1000;-1
19/09/2003;111851;137.3;130;-1
19/09/2003;111902;137.3;4;-1
19/09/2003;111908;137.4;2500;1
19/09/2003;111910;137.4;70;1
19/09/2003;111930;137.4;300;1
19/09/2003;111937;137.3;130;-1
19/09/2003;111947;137.3;30;-1
19/09/2003;111957;137.4;18;1
19/09/2003;112001;137.4;1000;1
19/09/2003;112023;137.3;130;-1
19/09/2003;112033;137.3;380;-1
19/09/2003;112054;137.3;130;-1
19/09/2003;112115;137.3;60;-1
19/09/2003;112116;137.4;1315;1
19/09/2003;112121;137.4;500;1
19/09/2003;112129;137.3;804;-1
19/09/2003;112136;137.3;500;-1
19/09/2003;112138;137.3;129;-1
19/09/2003;112207;137.3;1500;-1
19/09/2003;112230;137.3;1500;-1
19/09/2003;112232;137.3;129;-1
19/09/2003;112301;137.3;400;-1
19/09/2003;112305;137.3;408;-1
19/09/2003;112306;137.3;1500;-1
19/09/2003;112334;137.4;100;1
19/09/2003;112349;137.3;2500;-1
19/09/2003;112404;137.4;40;1
19/09/2003;112408;137.4;1000;1
19/09/2003;112414;137.4;100;1
19/09/2003;112440;137.4;2000;1
19/09/2003;112445;137.4;28;1
19/09/2003;112446;137.4;84;1
19/09/2003;112446;137.4;3562;1
19/09/2003;112448;137.5;29;1
19/09/2003;112448;137.4;1500;-1
19/09/2003;112520;137.4;1500;-1
19/09/2003;112521;137.4;300;1
19/09/2003;112531;137.4;700;1
19/09/2003;112547;137.4;727;-1
19/09/2003;112601;137.4;66;-1
19/09/2003;112629;137.5;250;1
19/09/2003;112647;137.4;5000;-1
19/09/2003;112648;137.4;10;-1
19/09/2003;112700;137.4;1000;-1
19/09/2003;112704;137.4;2000;1
19/09/2003;112718;137.3;55;-1
19/09/2003;112743;137.4;1000;1
19/09/2003;112759;137.4;1000;1
19/09/2003;112826;137.5;25;1
19/09/2003;112845;137.5;178;1
19/09/2003;112858;137.5;38;1
19/09/2003;112903;137.4;72;-1
19/09/2003;112908;137.4;250;1
19/09/2003;112908;137.4;678;1
19/09/2003;112910;137.4;250;-1
19/09/2003;112915;137.4;38;-1
19/09/2003;112915;137.4;57;-1
19/09/2003;112923;137.4;400;-1
19/09/2003;112928;137.4;38;1
19/09/2003;112935;137.4;2062;1
19/09/2003;112943;137.5;38;1
19/09/2003;112949;137.4;145;-1
19/09/2003;112951;137.4;1000;1
19/09/2003;113029;137.4;1000;-1
19/09/2003;113034;137.4;400;1
19/09/2003;113039;137.4;1000;-1
19/09/2003;113049;137.4;360;1
19/09/2003;113049;137.3;48;-1
19/09/2003;113105;137.4;100;1
19/09/2003;113105;137.3;19;-1
19/09/2003;113106;137.4;40;1
19/09/2003;113109;137.5;66;1
19/09/2003;113110;137.4;960;-1
19/09/2003;113114;137.5;1991;1
19/09/2003;113115;137.4;19;-1
19/09/2003;113152;137.5;300;1
19/09/2003;113153;137.5;403;1
19/09/2003;113203;137.4;150;-1
19/09/2003;113226;137.4;100;-1
19/09/2003;113228;137.4;49;-1
19/09/2003;113234;137.4;480;-1
19/09/2003;113258;137.5;38;1
19/09/2003;113301;137.4;45;-1
19/09/2003;113304;137.5;55;1
19/09/2003;113307;137.5;94;1
19/09/2003;113309;137.5;100;1
19/09/2003;113320;137.5;37;1
19/09/2003;113334;137.5;37;1
19/09/2003;113342;137.4;6569;-1
19/09/2003;113349;137.5;37;1
19/09/2003;113402;137.5;256;1
19/09/2003;113428;137.4;400;-1
19/09/2003;113429;137.5;10;1
19/09/2003;113501;137.4;805;-1
19/09/2003;113514;137.4;126;-1
19/09/2003;113515;137.4;506;-1
19/09/2003;113534;137.5;335;1
19/09/2003;113606;137.5;14;1
19/09/2003;113615;137.5;130;1
19/09/2003;113626;137.5;2000;1
19/09/2003;113649;137.4;38;-1
19/09/2003;113757;137.5;2777;1
19/09/2003;113811;137.5;50;-1
19/09/2003;113818;137.6;36;1
19/09/2003;113832;137.6;2125;1
19/09/2003;113847;137.5;260;-1
19/09/2003;113852;137.6;20;1
19/09/2003;113859;137.5;880;-1
19/09/2003;113942;137.6;100;1
19/09/2003;113953;137.6;2;1
19/09/2003;114136;137.5;2900;-1
19/09/2003;114138;137.5;54;-1
19/09/2003;114139;137.5;498;1
19/09/2003;114143;137.5;1648;1
19/09/2003;114146;137.5;500;1
19/09/2003;114149;137.5;1000;-1
19/09/2003;114153;137.5;1000;1
19/09/2003;114225;137.5;953;-1
19/09/2003;114226;137.5;52;-1
19/09/2003;114234;137.4;45;-1
19/09/2003;114237;137.4;1116;-1
19/09/2003;114256;137.4;42;-1
19/09/2003;114259;137.4;5;-1
19/09/2003;114305;137.4;246;-1
19/09/2003;114307;137.4;70;-1
19/09/2003;114307;137.4;1046;-1
19/09/2003;114317;137.4;486;-1
19/09/2003;114330;137.4;20;-1
19/09/2003;114337;137.4;559;-1
19/09/2003;114406;137.4;697;-1
19/09/2003;114407;137.4;2738;-1
19/09/2003;114408;137.4;879;-1
19/09/2003;114409;137.4;767;-1
19/09/2003;114410;137.4;2367;-1
19/09/2003;114410;137.4;586;-1
19/09/2003;114410;137.4;647;-1
19/09/2003;114411;137.3;1116;-1
19/09/2003;114412;137.3;464;-1
19/09/2003;114414;137.3;500;-1
19/09/2003;114415;137.3;502;-1
19/09/2003;114418;137.3;1500;-1
19/09/2003;114419;137.3;1000;-1
19/09/2003;114421;137.3;2888;-1
19/09/2003;114423;137.3;509;-1
19/09/2003;114427;137.3;3488;1
19/09/2003;114438;137.3;120;1
19/09/2003;114440;137.3;463;-1
19/09/2003;114442;137.3;441;-1
19/09/2003;114443;137.2;2973;-1
19/09/2003;114446;137.2;92;-1
19/09/2003;114447;137.2;3291;-1
19/09/2003;114448;137.3;137;1
19/09/2003;114451;137.2;195;-1
19/09/2003;114451;137.2;1075;-1
19/09/2003;114452;137.2;14;-1
19/09/2003;114456;137.2;56;-1
19/09/2003;114459;137.2;454;-1
19/09/2003;114510;137.2;405;-1
19/09/2003;114513;137.2;526;-1
19/09/2003;114515;137.2;366;-1
19/09/2003;114516;137.2;336;-1
19/09/2003;114519;137.17767;851;-1
19/09/2003;114524;137.12;5000;-1
19/09/2003;114528;137.1;2500;-1
19/09/2003;114536;137.1;619;-1
19/09/2003;114538;137.1;8;1
19/09/2003;114538;137;418;-1
19/09/2003;114539;137;279;-1
19/09/2003;114540;137;418;-1
19/09/2003;114542;137;4550;-1
19/09/2003;114544;137;450;1
19/09/2003;114548;137;2496;-1
19/09/2003;114552;137;39;-1
19/09/2003;114554;137;225;-1
19/09/2003;114555;137.02321;293;1
19/09/2003;114558;136.9;251;-1
19/09/2003;114600;136.9;181;-1
19/09/2003;114600;136.9;391;-1
19/09/2003;114601;136.9;742;-1
19/09/2003;114601;136.8;85;-1
19/09/2003;114602;136.8;110;-1
19/09/2003;114602;136.8;70;-1
19/09/2003;114604;136.8;28;-1
19/09/2003;114606;136.8;1500;-1
19/09/2003;114609;136.9;500;-1
19/09/2003;114611;136.9;500;-1
19/09/2003;114612;136.9;500;-1
19/09/2003;114613;136.9;630;-1
19/09/2003;114616;136.9;19;-1
19/09/2003;114625;136.9;351;-1
19/09/2003;114628;136.9;500;-1
19/09/2003;114629;137;161;1
19/09/2003;114649;136.9;697;-1
19/09/2003;114708;136.9;1116;-1
19/09/2003;114714;137;82;1
19/09/2003;114716;136.9;3412;-1
19/09/2003;114719;136.9;2000;1
19/09/2003;114719;136.8;140;-1
19/09/2003;114721;136.9;108;1
19/09/2003;114727;136.9;3;1
19/09/2003;114730;136.9;834;1
19/09/2003;114732;136.9;100;1
19/09/2003;114732;136.8;100;-1
19/09/2003;114733;136.9;1000;1
19/09/2003;114734;136.9;900;1
19/09/2003;114801;136.8;42;-1
19/09/2003;114814;136.8;48;-1
19/09/2003;114844;136.9;335;1
19/09/2003;114849;136.8;148;-1
19/09/2003;114905;136.9;225;1
19/09/2003;114910;136.9;20;1
19/09/2003;114910;136.8;2000;-1
19/09/2003;114916;136.8;3332;-1
19/09/2003;114921;136.8;500;1
19/09/2003;114924;136.8;993;1
19/09/2003;114927;136.8;175;1
19/09/2003;114929;136.8;1284;-1
19/09/2003;114942;136.7;139;-1
19/09/2003;114947;136.7;335;-1
19/09/2003;114951;136.8;4;-1
19/09/2003;114953;136.7;2381;-1
19/09/2003;114955;136.7;139;-1
19/09/2003;114957;136.8;10;1
19/09/2003;114957;136.7;586;-1
19/09/2003;114957;136.7;340;-1
19/09/2003;114958;136.8;2;1
19/09/2003;114958;136.7;139;-1
19/09/2003;114959;136.8;2500;1
19/09/2003;114959;136.7;2000;-1
19/09/2003;114959;136.7;1349;-1
19/09/2003;115002;136.7;335;-1
19/09/2003;115003;136.8;1000;1
19/09/2003;115008;136.7;2381;-1
19/09/2003;115011;136.7;277;-1
19/09/2003;115011;136.7;139;-1
19/09/2003;115012;136.7;586;-1
19/09/2003;115012;136.7;1349;-1
19/09/2003;115012;136.66059;340;-1
19/09/2003;115013;136.8;2;1
19/09/2003;115013;136.6;139;-1
19/09/2003;115014;136.7;127;-1
19/09/2003;115017;136.6;335;-1
19/09/2003;115018;136.6;19395;-1
19/09/2003;115019;136.5;20;-1
19/09/2003;115020;136.5;1758;-1
19/09/2003;115021;136.6;4;1
19/09/2003;115023;136.5;2381;-1
19/09/2003;115024;136.5;586;-1
19/09/2003;115025;136.6;231;1
19/09/2003;115025;136.6;269;-1
19/09/2003;115025;136.5;139;-1
19/09/2003;115026;136.4914;1395;-1
19/09/2003;115026;136.4;1349;-1
19/09/2003;115028;136.43735;340;-1
19/09/2003;115028;136.4;139;-1
19/09/2003;115029;136.6;2;1
19/09/2003;115031;136.5;34;-1
19/09/2003;115034;136.5;20;1
19/09/2003;115034;136.4;1394;-1
19/09/2003;115038;136.4;100;1
19/09/2003;115038;136.4;255;1
19/09/2003;115038;136.4;2026;-1
19/09/2003;115041;136.5;2;1
19/09/2003;115042;136.4;1349;-1
19/09/2003;115042;136.4;340;-1
19/09/2003;115043;136.4;139;-1
19/09/2003;115043;136.4;586;-1
19/09/2003;115046;136.5;313;1
19/09/2003;115046;136.4;139;-1
19/09/2003;115047;136.5;1701;1
19/09/2003;115047;136.5;641;-1
19/09/2003;115047;136.5;335;-1
19/09/2003;115049;136.5;1349;-1
19/09/2003;115049;136.5;1395;-1
19/09/2003;115051;136.5;1500;-1
19/09/2003;115053;136.5;2381;-1
19/09/2003;115054;136.5;2489;-1
19/09/2003;115056;136.5;500;1
19/09/2003;115057;136.5;2;1
19/09/2003;115057;136.5;358;1
19/09/2003;115058;136.5;246;1
19/09/2003;115058;136.5;500;1
19/09/2003;115058;136.4;139;-1
19/09/2003;115058;136.4;340;-1
19/09/2003;115059;136.4;4210;-1
19/09/2003;115101;136.4;957;-1
19/09/2003;115103;136.4;7;1
19/09/2003;115104;136.4;500;1
19/09/2003;115104;136.3;30;-1
19/09/2003;115106;136.3;3362;-1
19/09/2003;115107;136.4;500;1
19/09/2003;115108;136.4;2740;1
19/09/2003;115108;136.3;2381;-1
19/09/2003;115112;136.4;6;1
19/09/2003;115112;136.3;1349;-1
19/09/2003;115112;136.3;340;-1
19/09/2003;115113;136.3;139;-1
19/09/2003;115117;136.3;335;-1
19/09/2003;115120;136.4;5000;1
19/09/2003;115121;136.4;913;1
19/09/2003;115123;136.4;2381;-1
19/09/2003;115127;136.5;5;1
19/09/2003;115127;136.4;340;-1
19/09/2003;115128;136.4;139;-1
19/09/2003;115130;136.4;2504;-1
19/09/2003;115132;136.4;349;-1
19/09/2003;115132;136.4;1861;-1
19/09/2003;115136;136.5;6688;1
19/09/2003;115136;136.4;150;-1
19/09/2003;115136;136.5;18;-1
19/09/2003;115136;136.45886;1349;-1
19/09/2003;115138;136.4;1139;-1
19/09/2003;115139;136.4;503;1
19/09/2003;115139;136.4;550;1
19/09/2003;115140;136.4;1242;1
19/09/2003;115141;136.4;189;1
19/09/2003;115141;136.4;459;1
19/09/2003;115143;136.6;1;1
19/09/2003;115143;136.4;139;-1
19/09/2003;115143;136.4;340;-1
19/09/2003;115144;136.4;150;-1
19/09/2003;115146;136.5;1369;1
19/09/2003;115147;136.5;349;-1
19/09/2003;115147;136.5;3282;-1
19/09/2003;115149;136.4;733;-1
19/09/2003;115150;136.5;175;1
19/09/2003;115151;136.5;257;-1
19/09/2003;115152;136.5;5;1
19/09/2003;115152;136.5;115;-1
19/09/2003;115152;136.5;449;-1
19/09/2003;115157;136.4;340;-1
19/09/2003;115158;136.5;1;1
19/09/2003;115158;136.4;139;-1
19/09/2003;115158;136.4;894;-1
19/09/2003;115200;136.5;4646;1
19/09/2003;115201;136.5;354;-1
19/09/2003;115202;136.4;5000;-1
19/09/2003;115205;136.5;2499;1
19/09/2003;115206;136.4;2875;-1
19/09/2003;115207;136.5;130;1
19/09/2003;115208;136.4;2381;-1
19/09/2003;115212;136.33618;340;-1
19/09/2003;115212;136.37168;1395;-1
19/09/2003;115213;136.5;2;1
19/09/2003;115213;136.3;139;-1
19/09/2003;115213;136.30941;1349;-1
19/09/2003;115217;136.4;349;-1
19/09/2003;115223;136.4;2381;-1
19/09/2003;115224;136.4;1590;-1
19/09/2003;115227;136.3;340;-1
19/09/2003;115227;136.3;1349;-1
19/09/2003;115228;136.4;2;1
19/09/2003;115228;136.3;139;-1
19/09/2003;115231;136.4;7125;1
19/09/2003;115232;136.4;349;-1
19/09/2003;115235;136.4;2500;-1
19/09/2003;115238;136.4;2381;-1
19/09/2003;115239;136.5;10;1
19/09/2003;115242;136.5;127;1
19/09/2003;115242;136.4;340;-1
19/09/2003;115243;136.5;6;1
19/09/2003;115243;136.4;800;-1
19/09/2003;115243;136.4;139;-1
19/09/2003;115243;136.4;1000;-1
19/09/2003;115243;136.32698;1349;-1
19/09/2003;115247;136.3;349;-1
19/09/2003;115253;136.3;2381;-1
19/09/2003;115255;136.4;162;1
19/09/2003;115255;136.3;733;-1
19/09/2003;115256;136.4;81;1
19/09/2003;115257;136.4;127;1
19/09/2003;115257;136.3;340;-1
19/09/2003;115257;136.3;1349;-1
19/09/2003;115257;136.3;139;-1
19/09/2003;115258;136.4;2;1
19/09/2003;115302;136.4;150;1
19/09/2003;115302;136.3;349;-1
19/09/2003;115303;136.3;733;-1
19/09/2003;115304;136.3;626;-1
19/09/2003;115307;136.4;290;1
19/09/2003;115308;136.3;2381;-1
19/09/2003;115308;136.3;6975;-1
19/09/2003;115309;136.4;1500;1
19/09/2003;115310;136.4;6113;1
19/09/2003;115310;136.4;1701;-1
19/09/2003;115312;136.4;340;-1
19/09/2003;115313;136.5;6;1
19/09/2003;115313;136.4;139;-1
19/09/2003;115317;136.4;349;-1
19/09/2003;115323;136.4;2381;-1
19/09/2003;115323;136.4;695;-1
19/09/2003;115325;136.4;800;-1
19/09/2003;115326;136.4;1349;-1
19/09/2003;115327;136.34206;340;-1
19/09/2003;115327;136.39137;139;-1
19/09/2003;115328;136.5;2;1
19/09/2003;115330;136.4;200;1
19/09/2003;115332;136.3;349;-1
19/09/2003;115333;136.4;50;-1
19/09/2003;115337;136.3;400;-1
19/09/2003;115338;136.3;2381;-1
19/09/2003;115341;136.3;100;-1
19/09/2003;115342;136.3;340;-1
19/09/2003;115342;136.3;139;-1
19/09/2003;115343;136.4;6;1
19/09/2003;115343;136.3;1349;-1
19/09/2003;115347;136.4;2000;1
19/09/2003;115347;136.3;349;-1
19/09/2003;115351;136.4;10000;1
19/09/2003;115353;136.4;1200;1
19/09/2003;115353;136.3;2381;-1
19/09/2003;115354;136.4;440;1
19/09/2003;115355;136.4;1573;1
19/09/2003;115357;136.3;340;-1
19/09/2003;115357;136.3;139;-1
19/09/2003;115358;136.4;128;1
19/09/2003;115358;136.5;6;1
19/09/2003;115400;136.4;1349;-1
19/09/2003;115402;136.4;349;-1
19/09/2003;115403;136.4;1000;-1
19/09/2003;115403;136.4;2504;-1
19/09/2003;115405;136.4;1000;-1
19/09/2003;115407;136.4;60;-1
19/09/2003;115408;136.4;1846;-1
19/09/2003;115409;136.4;535;1
19/09/2003;115410;136.4;1701;-1
19/09/2003;115412;136.4;340;-1
19/09/2003;115412;136.4;139;-1
19/09/2003;115413;136.5;2;1
19/09/2003;115414;136.30829;13432;-1
19/09/2003;115415;136.3;1000;1
19/09/2003;115417;136.3;332;1
19/09/2003;115417;136.2;26;-1
19/09/2003;115417;136.2;70;-1
19/09/2003;115417;136.2;349;-1
19/09/2003;115419;136.3;279;1
19/09/2003;115419;136.2;1500;-1
19/09/2003;115423;136.3;250;1
19/09/2003;115423;136.2;2381;-1
19/09/2003;115426;136.2;10000;-1
19/09/2003;115427;136.3;217;1
19/09/2003;115427;136.3;217;1
19/09/2003;115427;136.2;340;-1
19/09/2003;115427;136.2;139;-1
19/09/2003;115428;136.3;6;1
19/09/2003;115429;136.3;1365;1
19/09/2003;115429;136.2;1349;-1
19/09/2003;115430;136.2;5000;-1
19/09/2003;115432;136.3;670;1
19/09/2003;115432;136.2;349;-1
19/09/2003;115433;136.2;1000;-1
19/09/2003;115436;136.3;15000;1
19/09/2003;115437;136.3;210;1
19/09/2003;115437;136.2;3400;-1
19/09/2003;115438;136.28696;1242;1
19/09/2003;115438;136.3;955;1
19/09/2003;115438;136.2;2219;-1
19/09/2003;115440;136.3;308;1
19/09/2003;115441;136.3;1349;1
19/09/2003;115441;136.3;1394;1
19/09/2003;115442;136.3;307;1
19/09/2003;115442;136.3;340;-1
19/09/2003;115442;136.26763;139;-1
19/09/2003;115443;136.4;2;1
19/09/2003;115443;136.4;897;1
19/09/2003;115447;136.4;101;1
19/09/2003;115447;136.33095;349;-1
19/09/2003;115449;136.3;2433;-1
19/09/2003;115451;136.4;112;1
19/09/2003;115453;136.3;2381;-1
19/09/2003;115455;136.3;9;-1
19/09/2003;115457;136.3;340;-1
19/09/2003;115457;136.3;139;-1
19/09/2003;115458;136.4;5;1
19/09/2003;115458;136.3;1349;-1
19/09/2003;115500;136.3;131;-1
19/09/2003;115502;136.3;1803;1
19/09/2003;115502;136.2;349;-1
19/09/2003;115503;136.3;497;1
19/09/2003;115504;136.3;1069;1
19/09/2003;115505;136.3;1266;-1
19/09/2003;115506;136.3;1;1
19/09/2003;115506;136.3;250;1
19/09/2003;115507;136.3;900;1
19/09/2003;115508;136.3;488;1
19/09/2003;115508;136.2;2381;-1
19/09/2003;115509;136.3;21;1
19/09/2003;115509;136.3;927;1
19/09/2003;115512;136.3;340;-1
19/09/2003;115512;136.3;139;-1
19/09/2003;115513;136.4;1;1
19/09/2003;115516;136.4;697;1
19/09/2003;115516;136.3;130;-1
19/09/2003;115517;136.3;272;1
19/09/2003;115517;136.3;77;-1
19/09/2003;115518;136.29584;1395;-1
19/09/2003;115523;136.3;2381;-1
19/09/2003;115524;136.4;180;1
19/09/2003;115524;136.3;1627;-1
19/09/2003;115525;136.3;500;1
19/09/2003;115527;136.2;340;-1
19/09/2003;115528;136.3;3453;1
19/09/2003;115528;136.4;1;1
19/09/2003;115528;136.2;139;-1
19/09/2003;115528;136.3;1349;-1
19/09/2003;115529;136.4;500;1
19/09/2003;115531;136.4;733;1
19/09/2003;115532;136.4;662;1
19/09/2003;115532;136.3;349;-1
19/09/2003;115537;136.3;5000;-1
19/09/2003;115538;136.3;2381;-1
19/09/2003;115542;136.3;340;-1
19/09/2003;115543;136.4;2;1
19/09/2003;115543;136.3;139;-1
19/09/2003;115544;136.3;1349;-1
19/09/2003;115546;136.4;7;1
19/09/2003;115547;136.3;349;-1
19/09/2003;115553;136.3;5000;-1
19/09/2003;115553;136.3;2381;-1
19/09/2003;115557;136.3;340;-1
19/09/2003;115558;136.4;2;1
19/09/2003;115558;136.3;139;-1
19/09/2003;115559;136.4;488;1
19/09/2003;115559;136.3;1349;-1
19/09/2003;115602;136.3;349;-1
19/09/2003;115606;136.4;324;1
19/09/2003;115607;136.4;733;1
19/09/2003;115607;136.4;1946;1
19/09/2003;115608;136.4;6;1
19/09/2003;115608;136.4;8311;1
19/09/2003;115609;136.4;1689;1
19/09/2003;115609;136.3;2504;-1
19/09/2003;115609;136.3;2381;-1
19/09/2003;115610;136.4;2590;1
19/09/2003;115610;136.4;1349;1
19/09/2003;115610;136.4;651;-1
19/09/2003;115611;136.4;3416;1
19/09/2003;115611;136.4;5000;1
19/09/2003;115612;136.3;340;-1
19/09/2003;115613;136.4;733;1
19/09/2003;115613;136.4;1901;1
19/09/2003;115613;136.5;6;1
19/09/2003;115613;136.4;139;-1
19/09/2003;115616;136.4;1000;-1
19/09/2003;115617;136.5;3500;1
19/09/2003;115617;136.5;5000;1
19/09/2003;115619;136.5;1659;1
19/09/2003;115619;136.5;850;1
19/09/2003;115619;136.4;349;-1
19/09/2003;115620;136.5;5000;1
19/09/2003;115620;136.4;1000;-1
19/09/2003;115621;136.5;732;1
19/09/2003;115621;136.5;2635;1
19/09/2003;115622;136.5;732;1
19/09/2003;115622;136.5;135;1
19/09/2003;115623;136.46205;1394;-1
19/09/2003;115623;136.5;743;-1
19/09/2003;115623;136.4;2381;-1
19/09/2003;115624;136.5;257;1
19/09/2003;115624;136.5;1000;-1
19/09/2003;115624;136.5;3362;-1
19/09/2003;115625;136.5;1250;-1
19/09/2003;115627;136.5;5;-1
19/09/2003;115627;136.5;340;-1
19/09/2003;115627;136.5;139;-1
19/09/2003;115628;136.6;127;1
19/09/2003;115628;136.6;6;1
19/09/2003;115630;136.5;1349;-1
19/09/2003;115633;136.6;1000;1
19/09/2003;115634;136.5;335;-1
19/09/2003;115635;136.5;1000;-1
19/09/2003;115637;136.6;30;1
19/09/2003;115638;136.5;2381;-1
19/09/2003;115642;136.5;340;-1
19/09/2003;115643;136.6;9645;1
19/09/2003;115643;136.6;127;1
19/09/2003;115643;136.5;139;-1
19/09/2003;115644;136.6;2;1
19/09/2003;115644;136.5;1397;-1
19/09/2003;115644;136.5;1349;-1
19/09/2003;115651;136.5;1500;-1
19/09/2003;115653;136.5;1775;-1
19/09/2003;115657;136.4;139;-1
19/09/2003;115658;136.5;127;1
19/09/2003;115658;136.5;2;1
19/09/2003;115658;136.4;340;-1
19/09/2003;115658;136.4;1349;-1
19/09/2003;115659;136.5;3000;1
19/09/2003;115701;136.5;2242;1
19/09/2003;115702;136.4;738;-1
19/09/2003;115708;136.4;2381;-1
19/09/2003;115711;136.4;2504;-1
19/09/2003;115712;136.5;127;1
19/09/2003;115712;136.4;139;-1
19/09/2003;115712;136.4;340;-1
19/09/2003;115713;136.5;6;1
19/09/2003;115714;136.4;10;1
19/09/2003;115714;136.4;1349;-1
19/09/2003;115714;136.4;157;-1
19/09/2003;115723;136.3;2381;-1
19/09/2003;115727;136.3;340;-1
19/09/2003;115727;136.3;139;-1
19/09/2003;115728;136.4;127;1
19/09/2003;115728;136.4;2;1
19/09/2003;115728;136.3;1349;-1
19/09/2003;115730;136.3;1397;-1
19/09/2003;115731;136.3;500;-1
19/09/2003;115734;136.3;335;-1
19/09/2003;115737;136.3;5000;-1
19/09/2003;115738;136.3;2381;-1
19/09/2003;115740;136.3;500;-1
19/09/2003;115742;136.3;340;-1
19/09/2003;115742;136.3;139;-1
19/09/2003;115743;136.4;2;1
19/09/2003;115743;136.3;1349;-1
19/09/2003;115744;136.4;503;1
19/09/2003;115748;136.4;127;1
19/09/2003;115749;136.3;335;-1
19/09/2003;115750;136.4;521;1
19/09/2003;115751;136.3;10000;-1
19/09/2003;115753;136.3;2381;-1
19/09/2003;115756;136.3;1000;-1
19/09/2003;115757;136.3;340;-1
19/09/2003;115757;136.3;139;-1
19/09/2003;115758;136.4;6;1
19/09/2003;115758;136.4;162;1
19/09/2003;115759;136.3;1349;-1
19/09/2003;115801;136.3;1000;-1
19/09/2003;115802;136.4;500;1
19/09/2003;115803;136.4;127;1
19/09/2003;115804;136.3;335;-1
19/09/2003;115805;136.3;10000;-1
19/09/2003;115807;136.4;413;1
19/09/2003;115807;136.3;1000;-1
19/09/2003;115808;136.3;2381;-1
19/09/2003;115808;136.3;2212;-1
19/09/2003;115809;136.4;82;1
19/09/2003;115810;136.3;2792;-1
19/09/2003;115812;136.3;216;1
19/09/2003;115812;136.3;2288;-1
19/09/2003;115812;136.2;340;-1
19/09/2003;115812;136.3;153;-1
19/09/2003;115813;136.4;2;1
19/09/2003;115814;136.3;553;1
19/09/2003;115814;136.3;131;-1
19/09/2003;115814;136.2;1349;-1
19/09/2003;115818;136.4;127;1
19/09/2003;115818;136.3;837;-1
19/09/2003;115821;136.3;4;1
19/09/2003;115823;136.2;2381;-1
19/09/2003;115823;136.2;3927;-1
